Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC726819,ATP-dependent RNA helicase DDX51,0 vs 4; 0 vs 8,-0.44,-0.48,-0.4,-0.74,-0.04,0.04,-0.3,0.08,-0.26,-0.18
LOC409936,zinc finger and BTB domain-containing protein 34,0 vs 4; 0 vs 8,0.35,0.33,0.26,0.3,-0.02,-0.09,-0.05,-0.07,-0.03,0.02
LOC724672,SRSF protein kinase 3,0 vs 4; 0 vs 8,-0.11,-0.25,-0.2,-0.27,-0.15,-0.1,-0.16,0.05,-0.02,0.03
LOC725405,DNA repair endonuclease XPF,0 vs 4; 0 vs 8,-0.29,-0.41,-0.28,-0.47,-0.12,0.01,-0.18,0.13,-0.06,0.07
LOC726045,apoptosis-resistant E3 ubiquitin protein ligase 1,0 vs 4; 0 vs 8,0.25,0.42,0.35,0.36,0.17,0.11,0.11,-0.06,-0.06,-0.23
LOC552392,serine palmitoyltransferase 1,0 vs 4; 0 vs 8,-0.3,-0.32,-0.25,-0.27,-0.03,0.04,0.03,0.07,0.06,0.11
LOC100577408,leukocyte elastase inhibitor,0 vs 4; 0 vs 8,-0.18,-0.46,-0.35,-0.4,-0.28,-0.17,-0.22,0.11,0.06,-0.17
LOC100577958,putative uncharacterized protein DDB_G0282133,0 vs 4; 0 vs 8,-0.37,-0.59,-0.51,-0.76,-0.22,-0.14,-0.39,0.08,-0.17,0.22
LOC411483,E3 UFM1-protein ligase 1 homolog,0 vs 4; 0 vs 8,-0.39,-0.48,-0.34,-0.51,-0.09,0.05,-0.12,0.14,-0.03,0.1
LOC552460,transmembrane protein 18,0 vs 4; 0 vs 8,0.21,0.31,0.23,0.27,0.1,0.02,0.06,-0.08,-0.04,-0.29
LOC100576279,low-density lipoprotein receptor-related protein 2,0 vs 4; 0 vs 8,0.55,1.03,0.82,0.86,0.49,0.27,0.32,-0.21,-0.17,0.1
LOC409876,interferon regulatory factor 2-binding protein-like B,0 vs 4; 0 vs 8,0.68,0.65,0.53,0.63,-0.03,-0.14,-0.04,-0.11,-0.01,-0.27
LOC724361,GPI inositol-deacylase,0 vs 4; 2 vs 8,-0.28,-0.31,-0.21,-0.02,-0.03,0.07,0.26,0.09,0.29,-0.04
LOC413189,NADH-cytochrome b5 reductase 2,0 vs 4; 2 vs 8,-0.22,-0.21,-0.11,0,0.01,0.11,0.23,0.1,0.22,-0.07
LOC725258,very-long-chain 3-oxoacyl-CoA reductase,0 vs 4; 4 vs 8,-0.37,-0.72,-0.34,-0.02,-0.36,0.03,0.34,0.38,0.7,-0.25
LOC413371,mothers against decapentaplegic homolog 6,0 vs 4; 4 vs 8,0.07,0.44,0.1,0.05,0.37,0.03,-0.02,-0.34,-0.4,0
LOC726274,yellow-e,0 vs 4; 4 vs 8,0.57,0.85,0.1,-0.05,0.27,-0.48,-0.62,-0.75,-0.89,0.4
LOC725584,TBC1 domain family member 7,0 vs 4; 4 vs 8,-0.28,-0.41,-0.25,-0,-0.12,0.03,0.28,0.15,0.4,0.23
LOC102656779,uncharacterized LOC102656779,0 vs 4; 4 vs 8,-0.64,-1.18,-0.55,-0.01,-0.54,0.08,0.62,0.62,1.16,0.19
LOC725026,retinol dehydrogenase 10-A,0 vs 4; 4 vs 8,0.01,0.63,0.07,-0.08,0.63,0.06,-0.08,-0.56,-0.71,0.19
LOC107965793,uncharacterized LOC107965793,0 vs 4; 4 vs 8,0.21,-0.83,-0.2,0.27,-1.04,-0.4,0.06,0.63,1.1,0.28
LOC408945,sorting nexin-27,0 vs 4; 4 vs 8,0.07,0.33,0.11,-0.01,0.26,0.03,-0.08,-0.22,-0.34,0.04
LOC409650,solute carrier organic anion transporter family member 2A1,0 vs 4; 4 vs 8,0.16,0.32,-0.06,-0.04,0.16,-0.23,-0.2,-0.38,-0.36,0.28
LOC413596,receptor-type guanylate cyclase gcy-4,0 vs 4; 6 vs 8,0.27,1.11,0.68,0.34,0.83,0.41,0.07,-0.42,-0.77,-1.06
LOC410201,phosphatidate phosphatase LPIN3,0 vs 4; 6 vs 8,0.05,1.44,1.11,0.39,1.39,1.06,0.34,-0.33,-1.04,-1.81
LOC100577879,carbonic anhydrase-related protein 10,0 vs 6; 0 vs 8,0.31,0.36,0.74,0.62,0.06,0.44,0.31,0.38,0.25,-0.37
LOC726761,paired box protein Pax-5,0 vs 6; 0 vs 8,-0.36,-0.52,-1.12,-0.6,-0.16,-0.76,-0.25,-0.6,-0.09,0.38
LOC107964629,uncharacterized LOC107964629,0 vs 6; 0 vs 8,0.45,0.51,0.85,0.77,0.06,0.4,0.32,0.34,0.26,-0.11
LOC410863,protein lin-9 homolog,0 vs 6; 0 vs 8,-0.35,-0.31,-0.59,-0.63,0.04,-0.24,-0.28,-0.28,-0.32,0.28
LOC724564,dehydrodolichyl diphosphate synthase complex subunit Nus1,0 vs 6; 0 vs 8,-0.15,-0.2,-0.41,-0.26,-0.05,-0.26,-0.11,-0.21,-0.06,0.23
LOC100577539,uncharacterized LOC100577539,0 vs 6; 0 vs 8,1.32,1.4,2.13,2.32,0.08,0.82,1.01,0.73,0.92,-1.15
LOC113219006,transmembrane protease serine 9-like,0 vs 6; 0 vs 8,0.82,1.2,2.01,2.03,0.38,1.2,1.21,0.82,0.83,-0.98
LOC107964158,uncharacterized LOC107964158,0 vs 6; 0 vs 8,0.54,0.71,1.15,1.08,0.17,0.61,0.54,0.43,0.36,-0.73
LOC100577872,uncharacterized LOC100577872,0 vs 6; 0 vs 8,-0.38,-0.13,-0.55,-0.53,0.26,-0.17,-0.15,-0.42,-0.4,0.12
LOC100576221,zinc finger protein 26,0 vs 6; 0 vs 8,-0.16,-0.23,-0.47,-0.42,-0.07,-0.31,-0.27,-0.24,-0.2,0.27
LOC725281,"probable malate dehydrogenase, mitochondrial",0 vs 6; 0 vs 8,0.71,0.64,0.91,0.8,-0.07,0.2,0.09,0.27,0.16,-0.35
LOC726770,caskin-1-like,0 vs 6; 0 vs 8,-0.27,-0.34,-0.54,-0.4,-0.06,-0.27,-0.13,-0.21,-0.07,0.22
LOC551291,spectrin alpha chain,0 vs 6; 0 vs 8,0.17,0.19,0.3,0.28,0.02,0.13,0.11,0.11,0.09,-0.18
LOC725157,uncharacterized LOC725157,0 vs 6; 0 vs 8,-0.32,-0.12,-0.6,-0.4,0.2,-0.29,-0.09,-0.48,-0.29,0.27
LOC412853,brain tumor protein,0 vs 6; 0 vs 8,-0.18,-0.48,-0.84,-0.61,-0.29,-0.66,-0.43,-0.36,-0.13,0.36
LOC410960,myosin-IB,0 vs 6; 0 vs 8,0.41,0.39,0.65,0.47,-0.03,0.24,0.06,0.26,0.08,-0.43
LOC551924,mucin-1,0 vs 6; 0 vs 8,-0.31,-0.48,-0.7,-0.78,-0.17,-0.39,-0.47,-0.22,-0.3,0.42
LOC551263,monocarboxylate transporter 13,0 vs 6; 0 vs 8,-1.09,-1.02,-1.46,-2.19,0.07,-0.38,-1.1,-0.44,-1.17,0.5
LOC113218655,uncharacterized LOC113218655,0 vs 6; 0 vs 8,0.48,0.56,0.92,1,0.07,0.43,0.51,0.36,0.44,-0.35
LOC551650,syntenin-1,0 vs 6; 0 vs 8,0.26,0.3,0.49,0.57,0.04,0.23,0.31,0.19,0.27,-0.25
LOC100576452,uncharacterized LOC100576452,0 vs 6; 0 vs 8,0.55,0.95,1.62,1.61,0.4,1.06,1.05,0.66,0.65,-0.98
LOC724995,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,0 vs 6; 0 vs 8,-0.39,-0.34,-0.52,-0.38,0.05,-0.13,0.01,-0.18,-0.04,0.35
LOC102654161,uncharacterized LOC102654161,0 vs 6; 0 vs 8,0.83,1.05,1.88,1.8,0.22,1.05,0.96,0.83,0.74,-0.92
LOC724563,uncharacterized LOC724563,0 vs 6; 0 vs 8,0.95,1.74,2.86,2.9,0.79,1.91,1.94,1.12,1.16,-1.91
LOC410948,aromatic-L-amino-acid decarboxylase,0 vs 6; 0 vs 8,0.31,0.68,1.12,1.08,0.37,0.81,0.76,0.43,0.39,-0.57
LOC409139,uncharacterized LOC409139,0 vs 6; 0 vs 8,0.49,0.25,0.68,0.73,-0.24,0.19,0.24,0.43,0.48,-0.47
LOC409793,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",0 vs 6; 0 vs 8,0.22,0.21,0.32,0.34,-0.01,0.11,0.12,0.11,0.13,-0.21
LOC725829,uncharacterized LOC725829,0 vs 6; 0 vs 8,0.21,0.26,0.47,0.41,0.06,0.26,0.2,0.21,0.14,-0.35
LOC410336,dipeptidyl aminopeptidase-like protein 6,0 vs 6; 0 vs 8,0.29,0.42,0.86,0.72,0.13,0.57,0.44,0.43,0.3,-0.63
LOC725512,RISC-loading complex subunit TARBP2,0 vs 6; 0 vs 8,-0.49,-0.41,-0.59,-0.56,0.07,-0.1,-0.08,-0.17,-0.15,0.26
LOC107964460,uncharacterized LOC107964460,0 vs 6; 0 vs 8,0.41,0.61,0.82,0.54,0.2,0.42,0.14,0.22,-0.06,-0.41
LOC725387,uncharacterized protein DDB_G0283357,0 vs 6; 0 vs 8,0.33,0.57,1.16,1,0.24,0.82,0.66,0.59,0.43,-0.54
LOC726762,facilitated trehalose transporter Tret1,0 vs 6; 0 vs 8,1.06,0.92,1.35,0.96,-0.14,0.29,-0.1,0.43,0.04,-0.56
LOC113219110,uncharacterized LOC113219110,0 vs 6; 0 vs 8,2.09,4.22,5.65,5.02,2.13,3.56,2.94,1.43,0.81,-2.92
LOC410244,uncharacterized LOC410244,0 vs 6; 0 vs 8,-0.15,-0.2,-0.31,-0.36,-0.05,-0.17,-0.22,-0.12,-0.17,0.2
LOC552472,eukaryotic translation initiation factor 2-alpha kinase 1,0 vs 6; 0 vs 8,-0.43,-0.43,-0.72,-0.84,0,-0.29,-0.41,-0.29,-0.41,0.3
LOC552611,protein ABHD4,0 vs 6; 0 vs 8,0.24,0.23,0.45,0.41,-0.02,0.21,0.16,0.22,0.18,-0.33
LOC725462,vesicular glutamate transporter 2.1,0 vs 6; 0 vs 8,0.89,1.1,2.06,2.22,0.21,1.17,1.33,0.96,1.12,-1.09
LOC113219073,uncharacterized LOC113219073,0 vs 6; 0 vs 8,0.57,0.84,1.23,1.14,0.26,0.66,0.56,0.4,0.3,-0.69
LOC411909,ran GTPase-activating protein 1,0 vs 6; 0 vs 8,-0.32,-0.3,-0.45,-0.53,0.02,-0.13,-0.21,-0.15,-0.23,0.31
LOC412844,dual specificity protein phosphatase CDC14A,0 vs 6; 0 vs 8,0.71,0.7,1.29,1.09,-0.01,0.57,0.38,0.59,0.39,-0.89
LOC413740,iodotyrosine deiodinase 1,0 vs 6; 0 vs 8,0.52,0.62,0.94,0.98,0.1,0.41,0.46,0.32,0.36,-0.44
LOC100577676,E3 ubiquitin-protein ligase TRAIP,0 vs 6; 0 vs 8,-0.29,-0.42,-0.65,-0.65,-0.13,-0.36,-0.36,-0.23,-0.23,0.46
LOC107963968,inositol polyphosphate 1-phosphatase,0 vs 6; 0 vs 8,-0.23,-0.26,-0.4,-0.4,-0.03,-0.16,-0.17,-0.13,-0.14,0.2
LOC412791,flocculation protein FLO11,0 vs 6; 0 vs 8,0.87,1.37,2,1.88,0.5,1.13,1.01,0.63,0.51,-0.89
LOC410515,uncharacterized LOC410515,0 vs 6; 0 vs 8,0.9,1.69,2.54,2.36,0.8,1.65,1.46,0.85,0.67,-1.42
LOC412834,importin-11,0 vs 6; 0 vs 8,-0.09,-0.17,-0.29,-0.19,-0.08,-0.2,-0.1,-0.12,-0.02,0.17
LOC408272,monocarboxylate transporter 7,0 vs 6; 0 vs 8,0.45,0.53,0.79,0.51,0.07,0.34,0.05,0.26,-0.02,-0.45
LOC409741,rho GDP-dissociation inhibitor 2,0 vs 6; 0 vs 8,-0.15,-0.16,-0.22,-0.21,-0.01,-0.07,-0.06,-0.06,-0.05,0.13
LOC724817,jerky protein homolog-like,0 vs 6; 0 vs 8,0.53,0.52,0.9,0.78,-0.01,0.37,0.25,0.38,0.26,-0.28
LOC726670,RING finger protein 207,0 vs 6; 0 vs 8,-0.16,-0.13,-0.54,-0.5,0.03,-0.38,-0.35,-0.41,-0.37,0.36
LOC726159,transportin-3,0 vs 6; 0 vs 8,-0.17,-0.36,-0.52,-0.53,-0.19,-0.35,-0.36,-0.16,-0.17,0.13
LOC551053,facilitated trehalose transporter Tret1,0 vs 6; 0 vs 8,0.31,0.34,0.83,0.69,0.03,0.52,0.38,0.5,0.35,-0.41
LOC551824,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1,0 vs 6; 0 vs 8,-0.09,-0.17,-0.25,-0.23,-0.07,-0.16,-0.14,-0.08,-0.07,0.07
LOC551835,CTP synthase,0 vs 6; 0 vs 8,-0.25,-0.28,-0.42,-0.54,-0.03,-0.18,-0.29,-0.14,-0.26,0.25
LOC102655530,uncharacterized LOC102655530,0 vs 6; 0 vs 8,0.35,0.11,0.81,0.77,-0.25,0.45,0.42,0.7,0.67,-0.45
LOC100576772,uncharacterized LOC100576772,0 vs 6; 0 vs 8,0.88,0.85,1.58,1.55,-0.03,0.7,0.67,0.72,0.7,-0.59
LOC412515,"phospholipase B1, membrane-associated",0 vs 6; 0 vs 8,-0.63,-0.3,-0.97,-1.02,0.34,-0.34,-0.38,-0.67,-0.72,0.77
LOC552340,glypican-4,0 vs 6; 0 vs 8,-0.28,-0.21,-0.71,-0.82,0.07,-0.44,-0.55,-0.5,-0.61,0.42
LOC107964594,uncharacterized LOC107964594,0 vs 6; 0 vs 8,0.61,0.48,0.97,0.99,-0.13,0.36,0.38,0.49,0.51,-0.02
LOC724648,N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase,0 vs 6; 0 vs 8,-0.27,-0.29,-0.39,-0.28,-0.03,-0.12,-0.01,-0.09,0.01,0.3
LOC409598,uncharacterized LOC409598,0 vs 6; 0 vs 8,0.94,1.66,2.76,2.5,0.72,1.81,1.56,1.09,0.84,-2.13
LOC409379,eukaryotic translation initiation factor 4H,0 vs 6; 0 vs 8,-0.12,-0.25,-0.37,-0.32,-0.12,-0.25,-0.2,-0.12,-0.07,0.18
LOC100577363,uncharacterized LOC100577363,0 vs 6; 0 vs 8,0.41,0.51,0.81,0.77,0.1,0.4,0.36,0.3,0.25,-0.28
LOC409984,DET1- and DDB1-associated protein 1,0 vs 6; 0 vs 8,-0.17,-0.2,-0.32,-0.22,-0.04,-0.15,-0.05,-0.11,-0.02,0.13
LOC100577362,uncharacterized LOC100577362,0 vs 6; 0 vs 8,-0.95,-1,-1.5,-1.49,-0.05,-0.55,-0.54,-0.5,-0.49,1.15
LOC725270,sentrin-specific protease 6,0 vs 6; 0 vs 8,-1.01,-1.12,-1.54,-1.45,-0.11,-0.52,-0.44,-0.42,-0.33,0.86
LOC107964899,uncharacterized LOC107964899,0 vs 6; 0 vs 8,0.66,0.68,1.11,1.33,0.03,0.45,0.68,0.43,0.65,-0.27
LOC411958,TWiK family of potassium channels protein 18,0 vs 6; 0 vs 8,-0.32,-0.41,-0.75,-0.77,-0.09,-0.43,-0.45,-0.34,-0.36,0.36
LOC408520,upstream activation factor subunit spp27,0 vs 6; 0 vs 8,-0.17,-0.29,-0.36,-0.39,-0.11,-0.19,-0.21,-0.08,-0.1,0.25
LOC725064,vesicular acetylcholine transporter,0 vs 6; 0 vs 8,-0.35,-0.44,-0.73,-0.58,-0.09,-0.38,-0.23,-0.29,-0.14,0.31
LOC552434,CCR4-NOT transcription complex subunit 11,0 vs 6; 0 vs 8,-0.13,-0.27,-0.38,-0.3,-0.14,-0.24,-0.16,-0.11,-0.03,0.24
LOC102654188,uncharacterized LOC102654188,0 vs 6; 0 vs 8,0.42,0.44,0.65,0.78,0.01,0.23,0.36,0.21,0.35,-0.08
LOC726391,carboxypeptidase B,0 vs 6; 0 vs 8,0.76,1.57,2.09,2.09,0.81,1.33,1.34,0.52,0.53,-1.04
LOC725254,endothelial zinc finger protein induced by tumor necrosis factor alpha,0 vs 6; 0 vs 8,-0.2,-0.65,-0.87,-0.74,-0.45,-0.67,-0.54,-0.22,-0.09,0.47
LOC724925,delta(14)-sterol reductase,0 vs 6; 0 vs 8,-0.16,-0.26,-0.41,-0.41,-0.09,-0.25,-0.24,-0.16,-0.15,0.23
LOC724439,uncharacterized LOC724439,0 vs 6; 0 vs 8,0.55,0.79,1.27,1.15,0.24,0.72,0.6,0.47,0.36,-1
LOC726681,formin-2,0 vs 6; 0 vs 8,0.33,0.42,0.6,0.78,0.08,0.27,0.44,0.18,0.36,-0.07
LOC551540,replication factor C subunit 2,0 vs 6; 0 vs 8,-0.22,-0.19,-0.51,-0.54,0.04,-0.29,-0.32,-0.33,-0.36,0.41
LOC409642,uncharacterized LOC409642,0 vs 6; 0 vs 8,-0.32,-0.33,-0.48,-0.5,-0.01,-0.16,-0.18,-0.15,-0.16,0.25
LOC725082,uncharacterized LOC725082,0 vs 6; 0 vs 8,0.83,1.46,2.09,2.08,0.63,1.26,1.25,0.63,0.62,-1.1
LOC724477,vitamin K-dependent protein C,0 vs 6; 0 vs 8,0.7,1.16,1.64,1.75,0.46,0.94,1.05,0.48,0.59,-0.77
LOC100576449,protein patched,0 vs 6; 0 vs 8,-0.16,-0.28,-0.58,-0.6,-0.12,-0.42,-0.45,-0.3,-0.33,0.29
LOC725523,stabilizer of axonemal microtubules 1,0 vs 6; 0 vs 8,-0.35,-0.49,-0.75,-0.53,-0.14,-0.41,-0.18,-0.26,-0.04,0.44
LOC411568,ribosomal oxygenase 1,0 vs 6; 0 vs 8,-0.34,-0.39,-0.56,-0.54,-0.05,-0.22,-0.21,-0.17,-0.16,0.35
LOC727538,regulator of microtubule dynamics protein 2,0 vs 6; 0 vs 8,-0.47,-0.47,-0.74,-0.71,0,-0.27,-0.24,-0.27,-0.24,0.23
LOC100578072,uncharacterized LOC100578072,0 vs 6; 0 vs 8,2.22,3.67,5.28,5.6,1.45,3.06,3.38,1.62,1.93,-3.42
LOC413328,phospholipid-transporting ATPase ID,0 vs 6; 0 vs 8,-0.45,-0.44,-0.63,-0.67,0,-0.18,-0.22,-0.18,-0.23,-0.03
LOC410438,neuroendocrine convertase 1,0 vs 6; 0 vs 8,0.18,0.33,0.62,0.63,0.15,0.43,0.45,0.29,0.3,-0.44
LOC410254,"glutaryl-CoA dehydrogenase, mitochondrial",0 vs 6; 0 vs 8,0.38,0.73,0.94,1,0.34,0.55,0.62,0.21,0.28,-0.53
LOC409977,uncharacterized LOC409977,0 vs 6; 0 vs 8,-0.37,-0.46,-0.58,-0.81,-0.09,-0.21,-0.45,-0.12,-0.35,0.31
LOC408510,uncharacterized LOC408510,0 vs 6; 0 vs 8,1.4,2.62,3.89,4.1,1.22,2.49,2.7,1.27,1.48,-2.17
LOC100576136,zinc finger BED domain-containing protein 1,0 vs 6; 0 vs 8,-0.12,-0.61,-0.73,-0.68,-0.49,-0.61,-0.56,-0.12,-0.07,0.6
LOC725481,uncharacterized LOC725481,0 vs 6; 0 vs 8,-0.27,-0.28,-0.36,-0.35,-0.01,-0.09,-0.08,-0.08,-0.07,0.06
LOC410535,protein lozenge,0 vs 6; 0 vs 8,0.49,1.15,1.38,1.51,0.66,0.89,1.01,0.23,0.36,-0.68
LOC409814,beta-glucuronidase,0 vs 6; 0 vs 8,0.39,0.35,0.59,0.61,-0.04,0.2,0.22,0.24,0.26,-0.39
LOC100576990,condensin complex subunit 2,0 vs 6; 0 vs 8,-0.43,-0.5,-0.66,-0.9,-0.07,-0.23,-0.47,-0.16,-0.39,0.38
LOC100578726,protein kinase 4,0 vs 6; 0 vs 8,-0.38,-0.39,-0.52,-0.74,-0.02,-0.14,-0.36,-0.12,-0.34,0.35
LOC102656070,uncharacterized LOC102656070,0 vs 6; 0 vs 8,0.59,0.8,1.03,1.18,0.22,0.45,0.6,0.23,0.38,-0.41
LOC410368,cadherin-23,0 vs 6; 0 vs 8,0.43,0.7,0.92,0.94,0.27,0.49,0.51,0.22,0.24,-0.24
LOC725660,uncharacterized LOC725660,0 vs 6; 0 vs 8,4.1,5.73,8.72,9.03,1.63,4.62,4.93,2.99,3.3,-4.96
LOC102656274,uncharacterized LOC102656274,0 vs 6; 0 vs 8,0.53,0.46,0.74,0.93,-0.07,0.21,0.39,0.28,0.46,-0.2
LOC107965056,uncharacterized LOC107965056,0 vs 6; 0 vs 8,1.1,0.98,1.17,1.42,-0.12,0.07,0.33,0.19,0.45,-0.13
LOC100576176,uncharacterized LOC100576176,0 vs 6; 0 vs 8,-0.22,-0.23,-0.4,-0.34,-0.01,-0.18,-0.12,-0.18,-0.11,0.19
LOC413755,attractin,0 vs 6; 0 vs 8,-0.14,-0.37,-0.49,-0.4,-0.22,-0.35,-0.26,-0.13,-0.04,0.27
LOC102656563,uncharacterized LOC102656563,0 vs 6; 0 vs 8,0.91,1.81,2.44,2.1,0.89,1.53,1.19,0.63,0.29,-1.29
LOC552205,elongation of very long chain fatty acids protein AAEL008004,0 vs 6; 0 vs 8,0.72,1.89,2.97,2.78,1.17,2.24,2.06,1.08,0.89,-1.77
LOC100576082,MATH and LRR domain-containing protein PFE0570w,0 vs 6; 0 vs 8,-0.44,-0.77,-1.03,-1.17,-0.33,-0.59,-0.73,-0.26,-0.4,0.44
LOC411820,dual specificity protein phosphatase Mpk3,0 vs 6; 0 vs 8,-0.43,-0.57,-0.74,-1,-0.14,-0.3,-0.57,-0.17,-0.43,0.13
Ubx,ultrabithorax,0 vs 6; 0 vs 8,-0.25,-0.31,-0.42,-0.49,-0.06,-0.17,-0.24,-0.11,-0.18,0.19
LOC724281,probable serine/threonine-protein kinase mps1,0 vs 6; 0 vs 8,-0.48,-0.32,-0.61,-0.8,0.16,-0.13,-0.32,-0.29,-0.48,0.09
LOC411698,ethanolaminephosphotransferase 1,0 vs 6; 0 vs 8,-0.23,-0.48,-0.66,-0.54,-0.25,-0.43,-0.32,-0.18,-0.07,0.19
LOC411540,small G protein signaling modulator 3 homolog,0 vs 6; 0 vs 8,-0.23,-0.23,-0.3,-0.31,0,-0.07,-0.08,-0.07,-0.08,0.09
LOC551709,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0 vs 6; 0 vs 8,-0.35,-0.49,-0.65,-0.88,-0.13,-0.29,-0.53,-0.16,-0.39,0.16
LOC410581,uncharacterized LOC410581,0 vs 6; 0 vs 8,1.78,3.23,4.11,3.94,1.45,2.33,2.16,0.88,0.71,-2.1
LOC102654892,uncharacterized LOC102654892,0 vs 6; 0 vs 8,1.1,1.13,1.3,1.23,0.03,0.2,0.13,0.17,0.1,-0.61
LOC413591,nucleolar complex protein 2 homolog,0 vs 6; 0 vs 8,-0.43,-0.44,-0.67,-0.83,-0.02,-0.25,-0.4,-0.23,-0.39,0.38
LOC552839,TATA box-binding protein-associated factor RNA polymerase I subunit B,0 vs 6; 0 vs 8,-0.42,-0.5,-0.77,-0.74,-0.08,-0.36,-0.32,-0.28,-0.24,0.38
LOC726855,vegetative cell wall protein gp1,0 vs 6; 0 vs 8,0.23,0.31,0.41,0.34,0.08,0.18,0.11,0.1,0.03,-0.19
LOC726288,uncharacterized LOC726288,0 vs 6; 0 vs 8,0.64,1.08,1.61,1.68,0.44,0.97,1.04,0.53,0.6,-0.81
LOC724645,uncharacterized LOC724645,0 vs 6; 0 vs 8,1.25,2.31,2.79,2.73,1.06,1.54,1.48,0.48,0.42,-1.42
LOC100577120,dual specificity protein kinase TTK,0 vs 6; 0 vs 8,-0.26,-0.31,-0.46,-0.57,-0.06,-0.21,-0.31,-0.15,-0.26,0.28
LOC409739,motile sperm domain-containing protein 2,0 vs 6; 0 vs 8,-0.26,-0.23,-0.34,-0.31,0.03,-0.08,-0.05,-0.11,-0.08,0.2
LOC552840,deoxynucleoside kinase,0 vs 6; 0 vs 8,-0.32,-0.34,-0.47,-0.46,-0.02,-0.15,-0.14,-0.13,-0.12,0.29
LOC113218928,uncharacterized LOC113218928,0 vs 6; 0 vs 8,0.85,0.68,1.09,1.46,-0.17,0.23,0.61,0.41,0.79,-0.33
LOC408317,uncharacterized LOC408317,0 vs 6; 0 vs 8,0.9,1.5,1.94,1.98,0.6,1.04,1.08,0.44,0.48,-0.71
LOC102654300,uncharacterized LOC102654300,0 vs 6; 0 vs 8,0.88,0.83,0.98,1,-0.04,0.1,0.12,0.14,0.16,-0.03
LOC412310,cilia- and flagella-associated protein 20-like,0 vs 6; 0 vs 8,1.19,0.77,1.93,2.45,-0.41,0.74,1.26,1.15,1.68,-1.02
LOC408577,phosphatidylinositol 3-kinase regulatory subunit alpha,0 vs 6; 0 vs 8,-0.23,-0.13,-0.38,-0.47,0.1,-0.15,-0.24,-0.25,-0.34,0.06
LOC411986,uncharacterized LOC411986,0 vs 6; 0 vs 8,-0.32,-0.29,-0.64,-0.82,0.03,-0.32,-0.49,-0.35,-0.52,0.25
LOC107964403,uncharacterized LOC107964403,0 vs 6; 0 vs 8,-0.32,-0.55,-1.04,-0.81,-0.24,-0.72,-0.49,-0.48,-0.26,0.85
LOC408852,protein similar,0 vs 6; 0 vs 8,0.64,0.46,0.71,0.74,-0.17,0.07,0.1,0.25,0.27,-0.45
LOC107965318,uncharacterized LOC107965318,0 vs 6; 0 vs 8,0.41,0.93,1.06,1.22,0.52,0.65,0.81,0.14,0.29,-0.66
LOC412200,"threonine--tRNA ligase, cytoplasmic",0 vs 6; 0 vs 8,-0.24,-0.19,-0.26,-0.22,0.05,-0.02,0.03,-0.07,-0.02,0.03
LOC409827,serine proteinase stubble,0 vs 6; 0 vs 8,0.57,1.35,2.06,2.17,0.78,1.48,1.59,0.71,0.81,-1.34
LOC410142,RILP-like protein homolog,0 vs 6; 0 vs 8,-0.25,-0.21,-0.4,-0.44,0.04,-0.16,-0.19,-0.2,-0.23,0.06
LOC100577739,telomere-associated protein RIF1-like,0 vs 6; 0 vs 8,-0.47,-0.62,-0.87,-1.19,-0.15,-0.39,-0.71,-0.24,-0.57,0.1
LOC413529,something about silencing protein 10,0 vs 6; 0 vs 8,-0.46,-0.46,-0.6,-0.69,0,-0.14,-0.23,-0.14,-0.23,0.45
LOC102653589,uncharacterized LOC102653589,0 vs 6; 0 vs 8,1.5,1.71,2.09,2.48,0.22,0.6,0.99,0.38,0.77,-0.71
LOC552242,uncharacterized LOC552242,0 vs 6; 0 vs 8,1.13,1.94,2.59,2.55,0.81,1.45,1.42,0.64,0.61,-1.44
LOC551232,probable nuclear hormone receptor HR38,0 vs 6; 0 vs 8,0.75,0.76,1.22,1.57,0.02,0.48,0.82,0.46,0.81,-0.83
LOC551337,flotillin-1,0 vs 6; 0 vs 8,-0.12,-0.15,-0.23,-0.26,-0.03,-0.11,-0.14,-0.08,-0.11,0.1
LOC725269,protein bark beetle,0 vs 6; 0 vs 8,-0.43,-0.43,-0.68,-0.88,0,-0.25,-0.45,-0.25,-0.45,0.18
LOC102655899,uncharacterized LOC102655899,0 vs 6; 0 vs 8,0.97,2.33,3.08,2.89,1.36,2.11,1.92,0.75,0.56,-1.96
LOC410399,protein bowel,0 vs 6; 0 vs 8,-0.38,-0.2,-0.95,-1.1,0.18,-0.57,-0.72,-0.75,-0.89,0.53
LOC726729,helix-loop-helix protein 11,0 vs 6; 0 vs 8,-0.73,-0.6,-0.82,-1.12,0.12,-0.1,-0.4,-0.22,-0.52,0
LOC726535,secretin receptor,0 vs 6; 0 vs 8,0.38,0.53,0.67,0.69,0.15,0.29,0.31,0.14,0.16,-0.29
